ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10000509,A,working fulltime,44,no,no,16,e. nor. central,0,0,0,$25000 or more,once a year,1,NA,1,0,Very Happy
10000514,A,temp not working,66,no,no,20,e. nor. central,1,0,0,$25000 or more,every week,1,3,1,NA,Very Happy
10000516,A,keeping house,64,no,no,16,e. nor. central,1,0,0,$25000 or more,more thn once wk,1,NA,1,0,Very Happy
10000517,A,working fulltime,44,no,no,12,e. nor. central,1,0,0,$25000 or more,sevrl times a yr,1,2,0,NA,Pretty Happy
10000518,A,working fulltime,51,no,no,16,e. nor. central,2,1,0,$25000 or more,2-3x a month,3,NA,0,0,Pretty Happy
10000520,A,working fulltime,40,NA,no,13,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,0,0,Pretty Happy
10000522,A,working fulltime,42,no,NA,14,e. nor. central,0,0,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10000525,A,working fulltime,39,NA,no,16,e. sou. central,0,1,1,NA,sevrl times a yr,2,3,1,0,Pretty Happy
10000526,A,working fulltime,42,NA,yes,11,w. sou. central,0,0,0,$15000 - 19999,every week,3,NA,0,1,Not Happy
10000527,A,working fulltime,24,yes,no,12,e. nor. central,0,0,1,$25000 or more,once a month,3,NA,0,1,Pretty Happy
10000528,A,"unempl, laid off",22,NA,NA,12,e. nor. central,0,0,0,$1000 to 2999,sevrl times a yr,1,1,0,NA,Pretty Happy
10000529,A,working fulltime,23,no,no,12,e. nor. central,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10000530,A,retired,36,no,NA,10,e. sou. central,0,0,0,$20000 - 24999,nrly every week,3,4,1,NA,Pretty Happy
10000531,A,working fulltime,33,NA,NA,16,pacific,0,0,0,$25000 or more,every week,1,2,1,NA,Pretty Happy
10000533,A,working fulltime,39,no,no,16,pacific,0,0,0,$15000 - 19999,lt once a year,2,2,0,1,Very Happy
10000538,A,keeping house,29,NA,NA,12,pacific,0,0,0,$7000 to 7999,lt once a year,1,NA,0,1,Pretty Happy
10000539,A,keeping house,29,NA,NA,13,pacific,0,1,1,$7000 to 7999,sevrl times a yr,1,3,1,NA,Pretty Happy
10000540,A,"unempl, laid off",25,NA,NA,11,pacific,1,0,0,$6000 to 6999,once a month,1,NA,1,1,Not Happy
10000542,A,"unempl, laid off",34,NA,NA,14,pacific,0,0,0,$10000 - 14999,sevrl times a yr,1,NA,1,1,Pretty Happy
10000543,A,keeping house,NA,no,NA,8,pacific,0,0,1,$25000 or more,every week,2,8,1,0,Pretty Happy
10000548,A,working fulltime,61,NA,NA,18,pacific,0,0,0,$25000 or more,2-3x a month,3,1,1,NA,Pretty Happy
10000550,A,working fulltime,48,no,no,18,pacific,0,0,0,$25000 or more,2-3x a month,3,NA,0,1,Pretty Happy
10000554,A,working fulltime,73,no,no,18,pacific,0,0,0,$25000 or more,every week,3,NA,1,0,Pretty Happy
10000555,A,working fulltime,74,no,no,16,foreign,0,0,0,$25000 or more,never,3,2,0,NA,Pretty Happy
10000557,A,temp not working,30,NA,no,12,w. nor. central,0,0,0,$15000 - 19999,never,1,NA,0,1,Pretty Happy
10000558,A,keeping house,25,yes,no,10,pacific,1,0,0,$25000 or more,never,3,6,1,NA,Pretty Happy
10000559,A,working fulltime,25,NA,NA,14,pacific,0,0,0,$3000 to 3999,lt once a year,1,1,1,NA,Pretty Happy
10000562,A,working parttime,28,NA,NA,12,pacific,0,1,0,$5000 to 5999,never,1,1,1,NA,Pretty Happy
10000564,A,retired,41,yes,no,14,pacific,0,0,2,$15000 - 19999,lt once a year,1,4,0,NA,Pretty Happy
10000567,A,working fulltime,22,yes,no,14,pacific,1,0,0,$20000 - 24999,once a year,1,NA,1,1,Very Happy
10000568,A,retired,52,yes,no,16,pacific,0,0,0,NA,never,3,NA,1,0,Very Happy
10000569,A,"unempl, laid off",30,NA,no,11,mountain,0,0,0,$10000 - 14999,never,1,3,0,NA,Not Happy
10000570,A,"unempl, laid off",31,NA,NA,12,pacific,0,0,0,$10000 - 14999,never,2,4,0,1,Not Happy
10000571,A,working fulltime,69,no,no,16,pacific,0,1,1,$25000 or more,more thn once wk,1,0,0,NA,Very Happy
10000572,A,"unempl, laid off",51,NA,no,14,e. nor. central,0,0,0,$10000 - 14999,never,1,NA,0,1,Pretty Happy
10000574,A,working fulltime,32,NA,NA,12,pacific,0,0,0,$25000 or more,never,1,NA,0,0,Pretty Happy
10000576,A,working fulltime,33,NA,NA,14,pacific,0,0,0,$25000 or more,once a year,2,3,0,0,Very Happy
10000578,A,working fulltime,63,NA,NA,20,south atlantic,0,0,0,$25000 or more,once a year,1,NA,1,0,Very Happy
10000579,A,keeping house,46,no,yes,16,south atlantic,0,0,0,$25000 or more,once a year,1,3,1,NA,Very Happy
10000580,A,"unempl, laid off",74,NA,NA,16,pacific,0,0,0,$25000 or more,lt once a year,1,NA,1,1,Pretty Happy
10000582,A,working fulltime,49,NA,no,16,pacific,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,0,Pretty Happy
10000583,A,working parttime,21,NA,no,11,pacific,0,0,0,$20000 - 24999,once a month,2,5,1,0,Very Happy
10000584,A,working parttime,29,NA,no,12,pacific,0,0,0,$15000 - 19999,once a year,3,NA,0,0,Pretty Happy
10000585,A,working fulltime,47,yes,no,13,foreign,0,0,0,$25000 or more,sevrl times a yr,2,2,1,0,Very Happy
10000586,A,retired,64,NA,no,16,middle atlantic,0,0,0,$7000 to 7999,2-3x a month,2,3,1,0,Pretty Happy
10000587,A,working fulltime,47,NA,NA,14,w. nor. central,0,0,0,$25000 or more,nrly every week,1,1,1,NA,Pretty Happy
10000588,A,working fulltime,39,no,no,12,mountain,0,0,0,$25000 or more,once a year,2,3,1,0,Pretty Happy
10000592,A,retired,54,no,no,16,e. nor. central,0,0,0,$25000 or more,more thn once wk,3,NA,0,0,Very Happy
10000593,A,keeping house,47,no,no,16,e. nor. central,1,1,0,$25000 or more,once a year,3,1,1,NA,Pretty Happy
10000594,A,working parttime,74,no,no,18,middle atlantic,0,2,0,$25000 or more,every week,1,NA,1,0,Pretty Happy
10000595,A,keeping house,35,no,NA,16,w. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,4,1,0,Pretty Happy
10000597,A,working parttime,32,no,NA,8,middle atlantic,0,0,0,$10000 - 14999,never,2,6,0,0,Pretty Happy
10000598,A,"unempl, laid off",45,NA,NA,12,pacific,0,0,0,$25000 or more,never,1,NA,0,0,Pretty Happy
10000600,A,working fulltime,30,no,no,16,foreign,0,0,0,$25000 or more,2-3x a month,1,2,1,NA,Very Happy
10000602,A,working fulltime,53,no,no,12,middle atlantic,0,0,1,$25000 or more,lt once a year,3,NA,0,0,Pretty Happy
10000603,A,keeping house,38,yes,no,12,pacific,2,0,0,$25000 or more,never,3,8,1,NA,Very Happy
10000605,A,working fulltime,61,yes,no,14,pacific,0,1,1,$25000 or more,never,2,2,0,1,Very Happy
10000607,A,retired,31,no,no,12,mountain,0,0,0,$25000 or more,never,2,3,0,1,Very Happy
10000608,A,working parttime,22,NA,no,15,pacific,0,0,1,$25000 or more,never,2,2,0,1,Pretty Happy
10000609,A,working fulltime,33,no,no,12,pacific,0,1,1,$25000 or more,never,1,3,1,NA,Not Happy
10000611,A,working fulltime,49,NA,NA,16,middle atlantic,0,0,0,$15000 - 19999,never,3,2,0,NA,Pretty Happy
10000612,A,keeping house,46,no,no,12,middle atlantic,0,0,3,$25000 or more,every week,3,NA,1,0,Very Happy
10000613,A,retired,19,no,no,5,middle atlantic,0,0,0,$3000 to 3999,never,2,3,0,0,Pretty Happy
10000614,A,working parttime,22,NA,no,9,middle atlantic,0,0,0,$8000 to 9999,never,1,NA,1,1,Not Happy
10000615,A,keeping house,35,no,no,10,middle atlantic,0,1,0,$3000 to 3999,never,1,5,1,NA,Not Happy
10000617,A,working fulltime,46,no,no,12,middle atlantic,0,0,0,$20000 - 24999,more thn once wk,2,3,1,0,Pretty Happy
10000618,A,keeping house,28,NA,NA,10,middle atlantic,0,0,0,$1000 to 2999,never,3,NA,1,0,Pretty Happy
10000619,A,retired,64,NA,NA,19,pacific,0,0,0,$15000 - 19999,more thn once wk,2,5,1,1,Very Happy
10000621,A,working parttime,36,no,no,9,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,NA,1,0,Pretty Happy
10000622,A,working fulltime,22,no,no,12,middle atlantic,1,1,0,$25000 or more,2-3x a month,1,4,0,NA,Pretty Happy
10000623,A,working fulltime,43,NA,no,12,middle atlantic,1,0,0,$20000 - 24999,nrly every week,1,4,1,NA,Not Happy
10000624,A,working fulltime,47,NA,no,11,middle atlantic,0,0,0,$25000 or more,NA,1,2,0,NA,Pretty Happy
10000626,A,working fulltime,42,NA,no,8,south atlantic,0,0,0,NA,NA,1,3,1,NA,Pretty Happy
10000630,A,working fulltime,41,no,no,13,south atlantic,0,3,0,$25000 or more,more thn once wk,1,NA,1,1,Pretty Happy
10000631,A,"unempl, laid off",29,NA,NA,13,middle atlantic,0,3,0,$5000 to 5999,every week,1,4,1,NA,Pretty Happy
10000634,A,working fulltime,59,NA,no,16,middle atlantic,0,0,0,$25000 or more,once a month,2,1,1,0,Very Happy
10000635,A,working fulltime,39,no,no,14,south atlantic,0,1,0,$25000 or more,once a month,1,2,1,NA,Pretty Happy
10000638,A,retired,29,no,yes,9,foreign,0,0,0,$15000 - 19999,once a month,1,NA,1,0,Pretty Happy
10000640,A,keeping house,29,no,no,11,middle atlantic,1,1,0,$25000 or more,once a year,1,NA,1,0,Pretty Happy
10000641,A,working fulltime,46,NA,no,12,middle atlantic,0,0,0,$20000 - 24999,every week,1,1,1,NA,Very Happy
10000644,A,working fulltime,36,no,no,14,middle atlantic,0,3,0,$25000 or more,nrly every week,2,2,0,0,Pretty Happy
10000645,A,keeping house,65,no,no,16,south atlantic,1,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10000647,A,keeping house,46,no,no,12,middle atlantic,0,0,0,NA,once a year,1,4,1,NA,Pretty Happy
10000648,A,working parttime,38,no,no,12,middle atlantic,0,0,0,NA,every week,3,6,1,NA,Pretty Happy
10000650,A,keeping house,34,no,no,12,middle atlantic,0,0,0,$20000 - 24999,every week,3,4,1,NA,Pretty Happy
10000652,A,working fulltime,46,no,no,12,middle atlantic,0,1,0,$25000 or more,2-3x a month,2,2,1,0,Very Happy
10000653,A,working fulltime,29,no,no,16,middle atlantic,0,0,0,$25000 or more,every week,2,2,1,1,Very Happy
10000655,A,working fulltime,65,no,no,16,middle atlantic,0,0,0,$25000 or more,once a month,2,2,0,0,Very Happy
10000656,A,working fulltime,49,no,no,16,middle atlantic,0,0,0,$25000 or more,every week,1,NA,0,0,Very Happy
10000659,A,working parttime,42,no,no,15,foreign,0,0,2,$25000 or more,more thn once wk,2,2,1,0,Pretty Happy
10000660,A,working fulltime,62,NA,NA,18,middle atlantic,0,0,0,$25000 or more,every week,1,2,1,NA,Pretty Happy
10000661,A,working parttime,25,NA,NA,13,middle atlantic,0,0,0,$25000 or more,once a year,1,5,0,NA,Very Happy
10000664,A,working parttime,43,no,no,17,e. nor. central,0,0,1,$25000 or more,sevrl times a yr,2,5,1,0,Pretty Happy
10000666,A,retired,29,NA,no,12,e. sou. central,0,0,0,$5000 to 5999,2-3x a month,2,2,1,NA,Pretty Happy
10000667,A,retired,23,NA,no,4,south atlantic,0,0,0,$5000 to 5999,more thn once wk,1,NA,1,0,Not Happy
10000668,A,retired,23,no,NA,7,e. sou. central,0,0,0,NA,once a month,1,2,1,NA,Pretty Happy
10000669,A,retired,30,no,NA,4,e. sou. central,0,0,0,$1000 to 2999,once a year,2,2,0,0,Not Happy
10000670,A,retired,34,no,NA,NA,e. sou. central,0,0,0,$5000 to 5999,more thn once wk,1,NA,1,0,Very Happy
10000671,A,retired,NA,no,NA,2,w. sou. central,0,0,0,$3000 to 3999,every week,1,NA,0,0,Not Happy
10000672,A,keeping house,34,no,no,10,e. nor. central,0,0,0,$25000 or more,once a month,3,NA,1,0,Pretty Happy
10000673,A,working fulltime,33,NA,NA,13,e. nor. central,1,1,0,$10000 - 14999,more thn once wk,2,2,1,1,Not Happy
10000676,A,working parttime,53,NA,NA,13,e. nor. central,2,0,0,NA,once a year,3,12,1,NA,Pretty Happy
10000677,A,retired,42,NA,no,8,e. nor. central,0,0,0,NA,never,2,6,0,0,Pretty Happy
10000680,A,keeping house,NA,NA,NA,11,e. nor. central,1,1,1,$5000 to 5999,once a month,1,1,1,NA,Very Happy
10000681,A,working fulltime,60,no,no,12,e. nor. central,1,1,0,$25000 or more,every week,3,NA,0,0,Not Happy
10000682,A,working fulltime,43,no,no,12,e. nor. central,1,1,0,$25000 or more,once a year,3,1,1,NA,Not Happy
10000684,A,working fulltime,51,no,no,16,e. nor. central,1,1,0,$25000 or more,2-3x a month,3,NA,0,1,Pretty Happy
10000685,A,working fulltime,30,no,no,12,e. nor. central,2,0,0,$25000 or more,sevrl times a yr,2,3,1,0,Very Happy
10000688,A,working parttime,36,NA,NA,15,e. nor. central,0,0,0,NA,every week,1,NA,0,1,Pretty Happy
10000689,A,working fulltime,27,NA,no,12,e. sou. central,0,0,0,$25000 or more,once a year,3,2,0,NA,Very Happy
10000691,A,retired,36,yes,yes,12,middle atlantic,0,0,0,$20000 - 24999,sevrl times a yr,2,3,0,0,Pretty Happy
10000693,A,working parttime,49,no,NA,12,e. nor. central,0,0,1,$10000 - 14999,lt once a year,1,2,1,NA,Pretty Happy
10000694,NA,working fulltime,49,no,no,16,e. nor. central,2,0,0,NA,once a month,1,NA,0,0,Pretty Happy
10000695,A,working fulltime,39,no,no,12,e. nor. central,0,0,2,$20000 - 24999,never,3,4,0,NA,Pretty Happy
10000697,A,working parttime,35,no,NA,12,e. nor. central,0,2,0,$25000 or more,sevrl times a yr,3,NA,1,0,Very Happy
10000699,A,retired,29,NA,no,12,e. nor. central,0,0,0,$15000 - 19999,more thn once wk,3,NA,0,0,Pretty Happy
10000700,A,temp not working,65,yes,no,12,e. nor. central,0,0,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10000704,A,working fulltime,23,NA,no,13,e. nor. central,0,1,1,$25000 or more,never,1,NA,0,0,Pretty Happy
10000706,A,working parttime,53,no,no,13,e. nor. central,1,1,0,$25000 or more,2-3x a month,1,2,1,NA,Pretty Happy
10000710,A,working parttime,23,NA,NA,10,e. nor. central,0,0,0,$10000 - 14999,lt once a year,1,NA,1,0,Pretty Happy
10000712,A,working fulltime,36,NA,no,16,e. nor. central,0,0,0,$20000 - 24999,once a year,3,NA,0,0,Pretty Happy
10000713,A,working fulltime,40,NA,NA,14,e. nor. central,0,0,2,$20000 - 24999,nrly every week,2,1,0,0,Pretty Happy
10000714,A,working parttime,40,no,no,12,e. nor. central,0,0,0,$25000 or more,once a month,3,3,0,NA,Pretty Happy
10000715,A,working fulltime,46,no,no,16,e. nor. central,0,2,0,$25000 or more,every week,2,1,1,0,Pretty Happy
10000716,A,working fulltime,32,NA,no,13,w. sou. central,0,0,1,$6000 to 6999,sevrl times a yr,2,0,1,1,Not Happy
10000717,A,working fulltime,42,NA,NA,14,w. sou. central,0,0,0,$25000 or more,never,3,4,0,NA,Pretty Happy
10000718,A,working fulltime,36,NA,NA,12,w. sou. central,0,0,0,$25000 or more,once a month,3,4,1,NA,Pretty Happy
10000719,A,working parttime,29,NA,NA,9,foreign,0,0,1,NA,2-3x a month,1,NA,1,1,Pretty Happy
10000721,A,working fulltime,36,yes,no,16,foreign,1,0,0,$25000 or more,once a year,1,3,0,NA,Not Happy
10000723,A,retired,46,yes,NA,15,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,0,Pretty Happy
10000724,A,working fulltime,63,NA,no,16,w. sou. central,0,0,0,NA,every week,1,NA,1,0,Not Happy
10000725,A,retired,32,no,NA,14,e. nor. central,0,0,0,$10000 - 14999,lt once a year,1,4,1,NA,Pretty Happy
10000727,A,keeping house,NA,no,NA,12,w. sou. central,0,0,0,$10000 - 14999,once a year,3,NA,1,0,Pretty Happy
10000728,A,keeping house,40,yes,NA,12,new england,0,0,0,$10000 - 14999,nrly every week,1,4,1,NA,Pretty Happy
10000729,A,working fulltime,53,no,NA,NA,e. nor. central,0,0,0,$25000 or more,2-3x a month,1,2,1,NA,Very Happy
10000730,A,keeping house,23,no,NA,10,w. sou. central,0,2,1,$8000 to 9999,once a month,2,4,1,1,Pretty Happy
10000731,A,other,36,NA,no,12,w. sou. central,0,2,0,NA,lt once a year,1,NA,1,0,Not Happy
10000732,A,working fulltime,34,no,NA,9,w. sou. central,0,0,0,$15000 - 19999,more thn once wk,2,2,1,0,Pretty Happy
10000733,A,working parttime,23,no,NA,11,w. sou. central,0,2,0,$10000 - 14999,every week,3,NA,1,0,Pretty Happy
10000736,A,working fulltime,64,NA,NA,16,w. sou. central,0,0,0,$25000 or more,more thn once wk,2,1,1,1,Very Happy
10000737,A,working parttime,23,no,no,12,e. sou. central,0,0,0,NA,nrly every week,3,4,1,NA,Pretty Happy
10000738,A,working fulltime,63,NA,no,12,w. sou. central,0,1,0,$20000 - 24999,every week,2,8,1,0,Not Happy
10000739,A,working fulltime,32,NA,yes,12,w. sou. central,1,1,2,$15000 - 19999,2-3x a month,2,1,1,1,Very Happy
10000741,A,working fulltime,49,NA,no,12,e. nor. central,0,0,0,$20000 - 24999,2-3x a month,2,1,1,1,Very Happy
10000742,A,working fulltime,43,NA,no,12,middle atlantic,0,0,0,$20000 - 24999,sevrl times a yr,1,3,1,NA,Pretty Happy
10000744,A,working fulltime,43,NA,no,16,w. sou. central,0,0,0,$25000 or more,2-3x a month,1,NA,0,1,Pretty Happy
10000745,A,working fulltime,33,NA,no,16,w. sou. central,0,0,0,$15000 - 19999,more thn once wk,1,NA,1,1,Pretty Happy
10000747,A,working parttime,28,NA,NA,11,w. sou. central,0,0,0,$1000 to 2999,once a year,3,NA,0,0,Pretty Happy
10000749,A,retired,39,no,NA,12,w. sou. central,0,0,0,$15000 - 19999,once a year,1,2,0,NA,Pretty Happy
10000751,A,other,51,NA,no,12,pacific,0,1,0,$4000 to 4999,sevrl times a yr,2,1,1,0,Pretty Happy
10000752,A,keeping house,NA,no,NA,8,w. sou. central,0,0,0,$8000 to 9999,every week,3,6,1,NA,Pretty Happy
10000754,A,working fulltime,40,no,no,NA,w. sou. central,0,0,0,$25000 or more,more thn once wk,3,NA,0,0,Pretty Happy
10000757,A,working fulltime,28,no,no,12,w. sou. central,0,0,2,$25000 or more,once a month,2,3,1,0,Pretty Happy
10000759,A,retired,28,no,NA,12,w. sou. central,0,0,0,$3000 to 3999,once a year,1,6,1,NA,Pretty Happy
10000761,A,working fulltime,64,NA,no,18,w. sou. central,0,0,0,$25000 or more,every week,2,1,1,0,Pretty Happy
10000762,A,working fulltime,47,NA,no,14,w. sou. central,0,1,1,$25000 or more,once a year,1,NA,1,0,Pretty Happy
10000763,A,keeping house,44,no,no,11,w. sou. central,0,0,0,NA,every week,1,NA,1,0,Very Happy
10000764,A,working fulltime,31,no,no,13,w. nor. central,0,0,1,$25000 or more,every week,1,3,1,NA,Pretty Happy
10000765,A,working fulltime,58,no,no,19,w. nor. central,0,0,0,$25000 or more,once a month,1,NA,0,0,Very Happy
10000766,A,keeping house,26,no,no,12,foreign,0,1,1,$25000 or more,2-3x a month,1,NA,0,1,Pretty Happy
10000767,A,temp not working,50,NA,no,14,south atlantic,0,0,0,NA,every week,1,3,1,NA,Pretty Happy
10000768,A,working fulltime,65,NA,no,16,south atlantic,0,0,0,$25000 or more,2-3x a month,2,3,0,0,Pretty Happy
10000769,A,working fulltime,33,no,no,17,middle atlantic,0,0,0,$25000 or more,once a month,1,2,1,NA,Pretty Happy
10000770,A,working fulltime,43,NA,NA,16,e. sou. central,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Pretty Happy
10000771,A,other,23,NA,NA,NA,mountain,0,0,0,lt $1000,every week,1,NA,0,0,Very Happy
10000772,A,working fulltime,64,NA,NA,18,foreign,0,0,0,$15000 - 19999,never,1,2,0,NA,Pretty Happy
10000774,A,working fulltime,32,NA,no,12,middle atlantic,0,0,0,$10000 - 14999,sevrl times a yr,1,NA,1,1,Pretty Happy
10000775,A,working fulltime,49,NA,NA,16,w. nor. central,0,0,0,$10000 - 14999,once a year,2,5,0,0,Pretty Happy
10000776,A,working fulltime,22,NA,NA,10,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,12,1,1,Pretty Happy
10000777,A,working fulltime,36,no,no,14,south atlantic,1,0,0,$25000 or more,every week,2,3,0,0,Pretty Happy
10000780,A,working fulltime,36,NA,NA,16,e. sou. central,0,0,0,$25000 or more,every week,1,NA,1,0,Pretty Happy
10000781,A,working fulltime,57,no,no,12,middle atlantic,1,0,0,$25000 or more,sevrl times a yr,1,NA,0,1,Not Happy
10000782,A,working fulltime,28,no,no,10,foreign,0,2,0,$25000 or more,lt once a year,2,4,1,0,Pretty Happy
10000783,A,"unempl, laid off",51,NA,NA,13,south atlantic,0,0,0,$15000 - 19999,sevrl times a yr,3,NA,0,1,Pretty Happy
10000784,A,working parttime,47,NA,no,18,south atlantic,0,0,0,$25000 or more,never,1,0,1,NA,Very Happy
10000785,A,working fulltime,60,no,no,18,new england,1,0,0,NA,lt once a year,2,3,0,0,Very Happy
10000786,A,working fulltime,75,no,no,20,middle atlantic,0,0,0,NA,once a year,1,2,1,NA,Very Happy
10000787,A,working fulltime,73,NA,NA,18,middle atlantic,0,0,0,$25000 or more,lt once a year,1,2,0,NA,Pretty Happy
10000788,A,working fulltime,48,NA,NA,16,mountain,0,0,0,$25000 or more,sevrl times a yr,2,0,1,1,Very Happy
10000789,A,"unempl, laid off",46,NA,no,11,middle atlantic,0,0,0,lt $1000,every week,1,NA,0,1,Pretty Happy
10000790,A,working fulltime,61,NA,NA,15,e. nor. central,0,0,0,$25000 or more,never,1,NA,1,0,Very Happy
10000792,A,retired,46,yes,NA,14,w. nor. central,0,0,0,$7000 to 7999,never,1,3,1,NA,Pretty Happy
10000793,A,retired,40,no,NA,12,middle atlantic,0,0,0,$10000 - 14999,every week,1,NA,1,0,Pretty Happy
10000794,A,working fulltime,51,NA,NA,15,pacific,0,0,0,$25000 or more,sevrl times a yr,1,1,1,NA,Pretty Happy
10000795,A,working fulltime,74,NA,NA,19,pacific,0,0,0,$25000 or more,never,2,4,0,0,Pretty Happy
10000796,A,working fulltime,75,no,no,20,middle atlantic,0,0,0,$25000 or more,never,2,1,0,0,Pretty Happy
10000800,A,retired,65,no,NA,12,south atlantic,0,0,0,$25000 or more,once a month,3,NA,1,0,Very Happy
10000802,A,working parttime,30,NA,NA,14,foreign,0,0,0,$25000 or more,never,2,3,0,0,Pretty Happy
10000805,A,"unempl, laid off",42,NA,NA,11,south atlantic,0,0,0,$15000 - 19999,2-3x a month,3,NA,0,1,Not Happy
10000808,A,working fulltime,51,NA,no,13,w. sou. central,0,0,0,$25000 or more,once a year,1,1,0,NA,Pretty Happy
10000809,A,working fulltime,36,NA,no,14,w. sou. central,0,0,0,$10000 - 14999,2-3x a month,2,3,1,1,Pretty Happy
10000811,A,working fulltime,32,NA,no,12,w. sou. central,0,0,0,$10000 - 14999,2-3x a month,1,3,1,NA,Very Happy
10000812,A,keeping house,41,no,no,13,w. sou. central,1,0,0,NA,NA,1,2,1,NA,Pretty Happy
10000813,A,retired,69,yes,no,6,foreign,0,0,0,$6000 to 6999,more thn once wk,1,NA,0,0,Very Happy
10000815,A,working fulltime,61,yes,no,14,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,1,Pretty Happy
10000816,A,other,NA,yes,no,14,middle atlantic,0,1,1,$25000 or more,every week,2,2,0,0,Pretty Happy
