ID,Alcohol_Consumption
10007517,2 - 3 times a month
10007524,Occassional
10007530,Rarely
10007535,Occassional
10007554,2 - 3 times a month
10007564,Never
10007565,Once a week
10007567,Rarely
10007569,Rarely
10007570,Never
10007573,2 - 3 times a month
10007578,Rarely
10007579,Occassional
10007586,Rarely
10007588,
10007593,Once a month
10007594,Multiple times in a week
10007595,
10007598,Occassional
10007609,Never
10007633,Once a week
10007637,Once a month
10007645,
10007648,Rarely
10007655,
10007656,Rarely
10007659,Occassional
10007661,Once a week
10007666,Once a week
10007668,
10007673,Once a week
10007678,Once a week
10007682,Rarely
10007684,Multiple times in a week
10007686,Occassional
10007687,Never
10007691,Once a month
10007700,Never
10007703,Never
10007704,Never
10007707,Occassional
10007729,2 - 3 times a month
10007745,2 - 3 times a month
10007749,2 - 3 times a month
10007751,2 - 3 times a month
10007763,2 - 3 times a month
10007764,Once a month
10007772,Multiple times in a week
10007773,Once a week
10007775,2 - 3 times a month
10007783,2 - 3 times a month
10007785,Rarely
10007787,Rarely
10007788,Never
10007789,
10007791,Never
10007800,Rarely
10007804,Occassional
10007806,
10007816,Occassional
10007817,Rarely
10007823,Multiple times in a week
10007825,Once a week
10007831,Multiple times in a week
10007835,Never
10007836,Once a month
10007839,Never
10007845,
10007850,Once a month
10007859,Rarely
10007862,Occassional
10007863,Multiple times in a week
10007864,Occassional
10007869,Once a week
10007871,2 - 3 times a month
10007874,Never
10007883,
10007885,
10007891,2 - 3 times a month
10007898,Once a month
10007900,Never
10007902,Rarely
10007904,2 - 3 times a month
10007914,Occassional
10007915,Once a week
10007918,Rarely
10007919,Never
10007923,Rarely
10007924,Once a week
10007931,2 - 3 times a month
10007954,Rarely
10007957,2 - 3 times a month
10007961,Once a week
10007965,Occassional
10007978,Never
10007984,Never
10007986,Rarely
10007993,Never
10007994,Multiple times in a week
10007995,Never
10008009,Once a month
10008010,Never
10008011,Once a week
10008012,Once a week
10008016,Occassional
10008029,2 - 3 times a month
10008031,Occassional
10008032,Once a month
10008038,Once a month
10008054,Once a week
10008058,Occassional
10008062,Multiple times in a week
10008073,Once a week
10008077,Occassional
10008088,Once a month
10008097,2 - 3 times a month
10008098,Multiple times in a week
10008107,Once a week
10008115,Once a month
10008119,Multiple times in a week
10008120,Occassional
10008122,Once a month
10008126,Once a month
10008134,Once a week
10008144,Once a month
10008148,2 - 3 times a month
10008161,Once a month
10008163,Rarely
10008164,Once a week
10008184,2 - 3 times a month
10008196,Once a month
10008199,Once a month
10008202,Occassional
10008206,
10008210,Rarely
10008213,Occassional
10008215,Rarely
10008219,Rarely
10008220,Rarely
10008222,Once a month
10008227,Once a week
10008230,2 - 3 times a month
10008241,2 - 3 times a month
10008243,Never
10008248,Once a month
10008265,Once a month
10008271,Multiple times in a week
10008274,Never
10008281,Rarely
10008285,Once a week
10008292,
10008294,Occassional
10008295,Rarely
10008300,Never
10008303,Rarely
10008306,2 - 3 times a month
10008309,Rarely
10008313,Occassional
10008319,
10008339,Never
10008341,Once a month
10008349,Once a week
10008350,Once a month
10008360,Rarely
10008368,Once a week
10008372,Once a week
10008375,Occassional
10008377,Once a month
10008378,Once a week
10008389,2 - 3 times a month
10008396,Never
10008413,Once a month
10008416,Once a week
10008418,2 - 3 times a month
10008432,Never
10008434,Once a month
10008435,Once a week
10008438,Never
10008442,Multiple times in a week
10008446,Once a week
10008450,Once a week
10008457,Occassional
10008466,2 - 3 times a month
10008468,Once a week
10008470,Once a week
10008472,2 - 3 times a month
10008503,2 - 3 times a month
10008504,Occassional
10008505,Occassional
10008512,2 - 3 times a month
10008531,Once a week
10008532,Once a week
10008533,Multiple times in a week
10008536,2 - 3 times a month
10008539,Never
10008546,Once a week
10008554,Occassional
10008558,Multiple times in a week
10008560,Rarely
10008563,2 - 3 times a month
10008577,Once a week
10008584,Never
10008586,Multiple times in a week
10008596,Occassional
10008598,Multiple times in a week
10008600,2 - 3 times a month
10008607,2 - 3 times a month
10008608,Once a month
10008609,Occassional
10008615,Rarely
10008618,Rarely
10008622,Once a week
10008627,Rarely
10008628,Rarely
10008638,2 - 3 times a month
10008640,Once a week
10008647,2 - 3 times a month
10008649,Never
10008658,Once a month
10008664,Never
10008666,Occassional
10008672,Occassional
10008673,2 - 3 times a month
10008674,Occassional
10008689,Occassional
10008691,Rarely
10008692,Occassional
10008697,
10008698,Once a week
10008701,Once a month
10008702,Never
10008704,Rarely
10008705,Occassional
10008706,2 - 3 times a month
10008709,Occassional
10008723,Occassional
10008727,Once a month
10008732,Once a week
10008737,Never
10008740,Once a month
10008747,
10008753,Once a week
10008755,Occassional
10008762,Occassional
10008764,2 - 3 times a month
10008768,Occassional
10008771,Once a week
10008774,Once a week
10008775,Occassional
10008781,Occassional
10008785,Multiple times in a week
10008794,Never
10008805,Never
10008813,Once a week
10008816,2 - 3 times a month
10008820,Rarely
10008833,2 - 3 times a month
10008838,Occassional
10008840,
10008845,2 - 3 times a month
10008846,Rarely
10008847,Once a month
10008864,Multiple times in a week
10008865,Rarely
10008875,Occassional
10008877,Multiple times in a week
10008884,2 - 3 times a month
10008889,2 - 3 times a month
10008893,Rarely
10008896,Occassional
10008897,Once a week
10008899,Rarely
10008911,Occassional
10008915,Once a month
10008923,Never
10008937,Once a week
10008939,Once a month
10008942,Occassional
10008948,2 - 3 times a month
10008956,Never
10008962,2 - 3 times a month
10008965,Multiple times in a week
10008973,Once a week
10008977,Occassional
10008981,Multiple times in a week
10008984,Rarely
10008986,2 - 3 times a month
10008988,Occassional
10008989,Once a week
10008991,Occassional
10008998,2 - 3 times a month
10009000,Rarely
10009002,2 - 3 times a month
10009009,Never
10009012,Occassional
10009015,2 - 3 times a month
10009019,Once a month
10009021,2 - 3 times a month
10009022,Never
10009025,Never
10009026,Rarely
10009027,Once a week
10009028,Rarely
10009034,Never
10009042,Multiple times in a week
10009045,Once a week
10009048,Occassional
10009050,2 - 3 times a month
10009054,Multiple times in a week
10009065,Rarely
10009067,2 - 3 times a month
10009073,Multiple times in a week
10009084,Once a week
10009089,Rarely
10009096,Once a month
10009097,Once a week
10009099,Multiple times in a week
10009103,Rarely
10009106,Once a week
10009110,Never
10009114,Occassional
10009126,Once a month
10009130,Never
10009133,2 - 3 times a month
10009135,Once a month
10009141,2 - 3 times a month
10009143,Once a week
10009153,Once a week
10009157,Rarely
10009161,Occassional
10009162,Occassional
10009170,Once a month
10009173,2 - 3 times a month
10009177,Rarely
10009183,2 - 3 times a month
10009184,Never
10009194,Once a month
10009197,Rarely
10009199,Occassional
10009205,Rarely
10009210,Once a month
10009214,2 - 3 times a month
10009218,Never
10009222,Never
10009223,Once a week
10009227,Rarely
10009234,Never
10009238,Occassional
10009253,Occassional
10009259,Occassional
10009261,Once a month
10009268,2 - 3 times a month
10009271,Never
10009275,Never
10009286,Once a week
10009290,2 - 3 times a month
10009297,Once a week
10009298,2 - 3 times a month
10009304,Multiple times in a week
10009308,Occassional
10009311,Occassional
10009316,Never
10009318,Occassional
10009319,Never
10009328,Never
10009330,Rarely
10009336,Rarely
10009340,Never
10009345,Never
10009350,2 - 3 times a month
10009351,Once a week
10009382,Once a week
10009388,Multiple times in a week
10009397,Once a month
10009398,Occassional
10009399,Once a week
10009408,Never
10009409,Never
10009413,Once a month
10009415,2 - 3 times a month
10009416,Never
10009424,Occassional
10009434,Once a month
10009446,Occassional
10009450,Never
10009458,Once a week
10009465,
10009469,Never
10009473,Once a month
10009477,Rarely
10009485,2 - 3 times a month
10009488,Never
10009490,2 - 3 times a month
10009495,2 - 3 times a month
10009503,2 - 3 times a month
10009511,Once a week
10009515,
10009527,2 - 3 times a month
10009530,Once a week
10009531,Once a week
10009535,Once a month
10009542,Occassional
10009545,Never
10009549,Rarely
10009558,Once a month
10009562,Once a month
10009568,Once a month
10009570,Once a month
10009573,Multiple times in a week
10009576,2 - 3 times a month
10009577,Once a month
10009578,Once a week
10009584,2 - 3 times a month
10009587,Multiple times in a week
10009592,Never
10009593,Rarely
10009615,Rarely
10009619,Multiple times in a week
10009624,Once a month
10009645,Rarely
10009648,Rarely
10009651,Occassional
10009668,Once a week
10009671,Occassional
10009681,Occassional
10009688,Occassional
10009690,Rarely
10009691,Occassional
10009693,Once a month
10009694,Never
10009699,2 - 3 times a month
10009703,Once a week
10009708,2 - 3 times a month
10009709,Rarely
10009713,Never
10009718,2 - 3 times a month
10009724,Once a week
10009727,Rarely
10009729,Once a week
10009732,Once a month
10009747,Once a week
10009762,Once a month
10009765,Never
10009776,Occassional
10009779,Occassional
10009782,Rarely
10009792,Rarely
10009793,2 - 3 times a month
10009795,Occassional
10009799,Rarely
10009801,Rarely
10009802,Never
10009812,Once a week
10009821,Multiple times in a week
10009822,Rarely
10009830,Rarely
10009843,Occassional
10009845,2 - 3 times a month
10009846,Once a month
10009850,Once a month
10009863,2 - 3 times a month
10009865,Once a week
10009870,Occassional
10009877,Occassional
10009887,Once a month
10009889,Rarely
10009891,Once a month
10009896,
10009900,Occassional
10009902,Rarely
10009906,Once a week
10009907,Once a week
10009911,Multiple times in a week
10009914,Once a week
10009916,
10009920,Occassional
10009927,Once a week
10009933,Rarely
10009934,Once a month
10009938,Once a month
10009941,Once a month
10009952,Occassional
10009954,Multiple times in a week
10009961,2 - 3 times a month
10009965,Once a week
10009971,Once a month
10009975,Rarely
10009979,Once a month
10009981,Never
10009984,Multiple times in a week
10009986,Never
10009987,Occassional
10009993,Occassional
10009998,Never
10010001,Once a month
10010002,Occassional
10010014,Never
10010018,2 - 3 times a month
10010027,Once a month
10010028,Never
10010030,2 - 3 times a month
10010036,Rarely
10010039,Never
10010045,Never
10010049,Once a month
10010051,Once a week
10010059,Once a month
10010063,2 - 3 times a month
10010069,Multiple times in a week
10010075,Rarely
10010079,2 - 3 times a month
10010081,
10010084,Rarely
10010087,Occassional
10010088,Once a month
10010093,Multiple times in a week
10010097,Once a month
10010105,Never
10010124,Occassional
10010128,Once a month
10010136,2 - 3 times a month
10010141,Never
10010148,Never
10010149,2 - 3 times a month
10010153,Occassional
10010159,2 - 3 times a month
10010169,2 - 3 times a month
10010182,Occassional
10010185,Rarely
10010186,2 - 3 times a month
10010187,Once a month
10010191,Rarely
10010192,Rarely
10010195,Rarely
10010198,Rarely
10010199,2 - 3 times a month
10010201,Never
10010204,Occassional
10010209,Once a month
10010210,Rarely
10010215,Occassional
10010216,
10010220,Once a week
10010222,Once a week
10010228,Rarely
10010229,Never
10010237,Once a month
10010241,Once a month
10010260,Occassional
10010261,Multiple times in a week
10010271,Multiple times in a week
10010272,Once a week
10010275,Once a week
10010276,Never
10010279,Occassional
10010282,Never
10010289,Once a month
10010297,Once a month
10010304,Rarely
10010309,2 - 3 times a month
10010317,
10010318,Once a month
10010329,2 - 3 times a month
10010332,Never
10010335,Occassional
10010342,Multiple times in a week
10010345,Occassional
10010353,
10010363,Once a week
10010372,Never
10010373,Once a week
